,Original Word (Input), Modernized Word (Ground Truth),Naive Baseline,Model Prediction
1008,se,se,se,se
1009,ello,ello,ello,ello
1010,sin,sin,sin,sin
1011,sta,santa,santa,santa
1012,minaia,minaya,minaya,minaya
1013,humanono,humanono,अ,humanono
1014,y,y,y,y
1015,el,el,el,el
1016,los,los,los,los
1017,de,de,de,de
1018,a,a,a,a
1019,tu,a,tu,a
1020,sino,sino,sino,sino
1021,que,que,que,que
1022,continuos,continuos,continuos,continuos
1023,vmd,vm,vm,vm
1024,la,la,la,la
1025,si,si,si,si
1026,tanto,tanto,tanto,tanto
1027,borrico,borrico,borrico,vorrico
1028,nuestro,nuestro,nuestro,nuestro
1029,tiene,tiene,tiene,tiene
1030,a,a,a,a
1031,pa,para,para,para
1032,a,a,a,a
1033,enbiar,enviar,enviar,enviar
1034,an,han,han,han
1035,mi,de,mi,de
1036,s,su,su,su
1037,qe,que,que,que
1038,mucho,mucho,mucho,mucho
1039,aqui,aquí,aquí,aqu
1040,puede,puede,puede,puede
1041,ya,ya,ya,ya
1042,profeçamos,profesamos,अ,profesamos
1043,e,excelencia,he,excelencia
1044,odido,he,अ,he
1045,por,por,por,por
1046,mira,mira,mira,mira
1047,en,en,en,en
1048,dicho,he,dicho,he
1049,madre,tu,madre,tu
1050,su,su,su,su
1051,a,a,a,a
1052,a,ha,a,ha
1053,me,me,me,me
1054,besar,besar,besar,vesar
1055,que,que,que,que
1056,resiba,reciba,reciba,reciba
1057,me,me,me,me
1058,vicario,dicho,vicario,dicho
1059,santiso,santiso,अ,santiso
1060,justizia,justicia,justicia,justicia
1061,sugeto,este,sujeto,este
1062,no,no,no,no
1063,no,no,no,no
1064,auyando,aullando,अ,aullando
1065,y,y,y,y
1066,ellos,ellos,ellos,ellos
1067,joan,juan,juan,juan
1068,despajos,despajos,अ,despajos
1069,la,la,la,la
1070,este,de,este,de
1071,qe,dicho,que,dicho
1072,estudiarias,estudiarías,estudiarías,estudiaras
1073,el,el,el,el
1074,las,las,las,las
1075,menos,menos,menos,menos
1076,la,la,la,la
1077,la,la,la,la
1078,primero,primero,primero,primero
1079,una,cada,una,cada
1080,abra,habrá,habrá,habr
1081,todos,todos,todos,todos
1082,parte,cada,parte,cada
1083,diga,se,diga,se
1084,me,me,me,me
1085,hacer,hacer,hacer,hacer
1086,estar,a,estar,a
1087,esto,esto,esto,esto
1088,desesperar,desesperar,अ,desesperar
1089,dixe,dije,dije,dije
1090,contestar,contestar,contestar,contestar
1091,licencia,licencia,licencia,licencia
1092,de,de,de,de
1093,a,a,a,a
1094,porque,porque,porque,porque
1095,miael,míael,अ,maael
1096,logre,logre,logre,logre
1097,18,18,18,10
1098,de,sido,de,sido
1099,llego,llegó,llegó,lleg
1100,no,no,no,no
1101,que,que,que,que
1102,grres,gutiérrez,gutiérrez,gutirrez
1103,un,un,un,un
1104,vra,vuestra,vuestra,vuestra
1105,prima,prima,prima,prima
1106,tres,tres,tres,tres
1107,tu,tu,tu,tu
1108,acello,aquello,hacerlo,aquello
1109,difunto,difunto,difunto,difunto
1110,dios,dios,dios,dios
1111,echuras,unas,अ,unas
1112,oidos,oídos,oídos,oodos
1113,documentos,los,los,los
1114,creer,creer,creer,creer
1115,su,su,su,su
1116,quyte,quite,quite,quite
1117,sallud,salud,salud,salud
1118,corazon,corazón,corazón,corazn
1119,provea,provea,provea,provea
1120,mucho,mucho,mucho,mucho
1121,que,y,que,y
1122,ud,usted,usted,usted
1123,y,madre,y,madre
1124,de,de,de,de
1125,esta,esta,esta,esta
1126,mi,mi,mi,mi
1127,vmd,deberá,vm,deber
1128,de,26,de,20
1129,y,y,y,y
1130,syerto,cierto,cierto,cierto
1131,son,son,son,son
1132,le,le,le,le
1133,con,con,con,con
1134,ô,o,o,o
1135,los,los,los,los
1136,que,que,que,que
1137,muger,mujer,mujer,mujer
1138,un,un,un,un
1139,bide,vi,rubí,vi
1140,por,por,por,por
1141,puede,puede,puede,puede
1142,sijilados,sigilados,अ,sigilados
1143,yglesia,la,iglesia,la
1144,carguase,cargase,अ,cargase
1145,que,que,que,que
1146,mo,medio,maestro,medio
1147,para,yo,para,yo
1148,y,y,y,y
1149,toro,toro,toro,toro
1150,agora,ahora,ahora,ahora
1151,las,en,las,en
1152,buelbe,vuelve,vuelve,vuelve
1153,exerzita,ejercita,अ,ejercita
1154,quarenta,cuarenta,cuarenta,cuarenta
1155,lo,lo,lo,lo
1156,en,en,en,en
1157,a,a,a,a
1158,esten,que,estén,que
1159,á,a,a,a
1160,se,se,se,se
1161,ampa,etc,अ,etc
1162,para,ahora,para,ahora
1163,facultad,facultad,facultad,facultad
1164,barral,barral,अ,barral
1165,mas,más,más,mas
1166,i,y,y,y
1167,se,se,se,se
1168,para,para,para,para
1169,contenta,tan,contenta,tan
1170,por,por,por,por
1171,saver,saber,saber,saber
1172,como,como,como,como
1173,ella,con,ella,con
1174,te,te,te,te
1175,dias,días,días,daas
1176,gusto,a,gusto,a
1177,sr,señor,señor,señor
1178,ordenes,órdenes,órdenes,drdenes
1179,y,y,y,y
1180,hermo,hermano,hermano,hermano
1181,de,punto,de,punto
1182,decimalperdone,decimalperdone,अ,decimalperdone
1183,asta,hasta,hasta,hasta
1184,aunque,aunque,aunque,aunque
1185,su,su,su,su
1186,se,se,se,se
1187,que,que,que,que
1188,aviendo,habiendo,habiendo,habiendo
1189,jamas,jamás,jamás,jams
1190,de,de,de,de
1191,cenor,señor,señor,señor
1192,que,lo,que,lo
1193,obstante,obstante,obstante,obstante
1194,q,que,que,que
1195,gratificaciones,gratificaciones,अ,gratificaciones
1196,siento,siento,siento,siento
1197,en,en,en,en
1198,de,de,de,de
1199,andrearezivi,recibí,recibí,recib
1200,inquisor,inquisidor,अ,inquisidor
1201,lo,lo,lo,lo
1202,me,me,me,me
1203,finalmte,finalmente,finalmente,finalmente
1204,a,a,a,a
1205,los,los,los,los
1206,lo,lo,lo,lo
1207,en,en,en,en
1208,jsea,josésea,josésea,jossea
1209,de,de,de,de
1210,hijo,hijo,hijo,hijo
1211,porq,porque,porque,porque
1212,bease,véase,अ,vuase
1213,entenderas,entenderás,entenderás,entenders
1214,dudava,dudaba,dudaba,dudaba
1215,que,que,que,que
1216,sr,17señor,señor,1eseñor
1217,el,el,el,el
1218,es,es,es,es
1219,mis,a,mis,a
1220,dia,día,día,daa
1221,d,placas,de,placas
1222,seva,estima,sevilla,estima
1223,estabamos,que,estábamos,que
1224,no,no,no,no
1225,atrevimto,atrevimiento,atrevimiento,atrevimiento
1226,hazer,hacer,hacer,hacer
1227,de,de,de,de
1228,conbecino,convecino,अ,convecino
1229,amor,amor,amor,amor
1230,esta,esta,esta,esta
1231,e,y,he,y
1232,passar,pasar,pasar,pasar
1233,mercantil,mercantil,अ,mercantil
1234,y,y,y,y
1235,me,me,me,me
1236,que,que,que,que
1237,alla,allá,allá,all
1238,con,con,con,con
1239,grande,grande,grande,grande
1240,deuda,deuda,deuda,deuda
1241,libros,libros,libros,libros
1242,se,se,se,se
1243,han,han,han,han
1244,pasado,pasado,pasado,pasado
1245,que,que,que,que
1246,grand,gran,gran,gran
1247,la,la,la,la
1248,al,al,al,al
1249,1v,1000,अ,1600
1250,vamd,vm,vm,vm
1251,aora,ahora,ahora,ahora
1252,particular,el,particular,el
1253,es,es,es,es
1254,do,diga,don,diga
1255,o,o,o,o
1256,de,la,de,la
1257,enbiado,enviado,enviado,enviado
1258,i,y,y,y
1259,mi,mí,mi,me
1260,los,los,los,los
1261,para,para,para,para
1262,pullalas,pullalas,अ,pullalas
1263,de,de,de,de
1264,a,a,a,a
1265,mui,muy,muy,muy
1266,convento,convento,convento,convento
1267,tengo,tengo,tengo,tengo
1268,de,de,de,de
1269,o,o,o,o
1270,oblygado,obligado,obligado,obligado
1271,vmdes,vms,vms,vms
1272,el,el,el,el
1273,de,de,de,de
1274,antes,antes,antes,antes
1275,que,que,que,que
1276,fuerte,fuerte,fuerte,fuerte
1277,hermo,hermano,hermano,hermano
1278,bueno,bueno,bueno,bueno
1279,yze,hice,hice,hice
1280,procure,procure,procure,procure
1281,se,sé,se,se
1282,u,usted,usted,usted
1283,inbiaba,enviaba,अ,enviaba
1284,es,es,es,es
1285,bien,bien,bien,bien
1286,beran,verán,verán,vern
1287,clementesuplico,clementesuplico,अ,clementeslico
1288,hombe,hombe,अ,hombe
1289,recadillos,recadillos,अ,recadillos
1290,desearte,desearte,अ,desearte
1291,el,el,el,el
1292,nuevas,nuevas,nuevas,nuevas
1293,mirar,mirar,mirar,mirar
1294,lo,lo,lo,lo
1295,la,la,la,la
1296,o,o,o,o
1297,mas,más,más,mas
1298,cuenta,cuenta,cuenta,cuenta
1299,quisiera,quisiera,quisiera,quisiera
1300,quiera,quiera,quiera,quiera
1301,17,17,17,10
1302,mortal,mortal,mortal,mortal
1303,ese,ese,ese,ese
1304,cosa,cosa,cosa,cosa
1305,tiene,tiene,tiene,tiene
1306,lo,lo,lo,lo
1307,se,se,se,se
1308,maria,maría,maría,mara
1309,tiene,tiene,tiene,tiene
1310,a,a,a,a
1311,y,y,y,y
1312,en,en,en,en
1313,estando,estando,estando,estando
1314,teneis,tenéis,tenéis,tenis
1315,mucho,mucho,mucho,mucho
1316,maldyciones,maldiciones,अ,maldiciones
1317,primera,primera,primera,primera
1318,q,que,que,que
1319,vm,vm,vm,vm
1320,la,la,la,la
1321,aviendole,habiéndole,habiéndole,habindole
1322,futuro,lo,lo,lo
1323,les,no,les,no
1324,por,pues,por,pues
1325,neszesario,necesario,अ,necesario
1326,y,y,y,y
1327,muy,muy,muy,muy
1328,memorias,darás,memorias,darás
1329,tiempo,tiempo,tiempo,tiempo
1330,a,a,a,a
1331,q,que,que,que
1332,tiempo,tiempo,tiempo,tiempo
1333,del,del,del,del
1334,dar,dar,dar,dar
1335,quando,cuando,cuando,cuando
1336,a,visto,a,visto
1337,de,de,de,de
1338,haciendole,o,haciéndole,o
1339,qreo,creo,अ,creo
1340,i,y,y,y
1341,y,y,y,y
1342,ja,ja,ja,ja
1343,el,él,el,el
1344,suzeso,suceso,suceso,suceso
1345,dexo,dejó,dejó,dej
1346,ella,ella,ella,ella
1347,porque,porque,porque,porque
1348,conozi,conocí,punto,conoc
1349,mi,mi,mi,mi
1350,el,alegraré,el,alegrar
1351,dia,día,día,daa
1352,temporales,temporales,temporales,temporales
1353,pedirle,para,pedirle,para
1354,de,pesa,de,pesa
1355,mi,mí,mi,me
1356,violento,violento,अ,violento
1357,vm,vm,vm,vm
1358,llebe,lleve,lleve,lleve
1359,echarlas,echarlas,अ,echarlas
1360,del,del,del,del
1361,çale,zale,zale,cale
1362,luhicion,la,अ,la
1363,q,que,que,que
1364,comprar,comprar,comprar,comprar
1365,nuestra,nuestra,nuestra,nuestra
1366,q,que,que,que
1367,demas,demás,demás,dems
1368,a,cuanto,a,cuanto
1369,otras,otras,otras,otras
1370,invie,envié,envíe,envi
1371,pesadumbra,pesadumbre,अ,pesadumbre
1372,berte,verte,verte,verte
1373,quoal,cual,cual,cual
1374,en,en,en,en
1375,q,que,que,que
1376,esta,ello,esta,ello
1377,a,a,a,a
1378,darme,darme,darme,darme
1379,que,que,que,que
1380,gastos,gastos,gastos,gastos
1381,bre,pobre,अ,pobre
1382,casado,casado,casado,casado
1383,y,y,y,y
1384,mulas,las,mulas,las
1385,la,la,la,la
1386,al,al,al,al
1387,todo,todo,todo,todo
1388,ido,ido,ido,ido
1389,1759,1759amigo,1759amigo,16amigo
1390,burlare,burlare,burlare,burlare
1391,con,con,con,con
1392,quiere,quiere,quiere,quiere
1393,ponerlas,ponerlas,de,ponerlas
1394,tiene,tiene,tiene,tiene
1395,mi,mí,mi,me
1396,fue,fue,fue,fue
1397,esta,esta,esta,esta
1398,en,en,en,en
1399,de,de,de,de
1400,anbos,ambos,ambos,amvos
1401,su,su,su,su
1402,remitida,remitida,अ,remitida
1403,tiene,tiene,tiene,tiene
1404,asentadas,asentadas,अ,asentadas
1405,morir,para,morir,para
1406,dia,día,día,daa
1407,a,ha,a,ha
1408,dejaron,le,dejaron,le
1409,pego,pegó,pegó,peg
1410,ayuda,ayuda,ayuda,aauda
1411,q,que,que,que
1412,su,en,su,en
1413,vm,vm,vm,vm
1414,hazeys,hacéis,hacéis,hacis
1415,ma,maría,maría,mara
1416,para,para,para,para
1417,aqui,aquí,aquí,aqu
1418,que,de,que,de
1419,abia,había,había,haba
1420,de,de,de,de
1421,y,y,y,y
1422,mos,manos,manos,manos
1423,q,que,que,que
1424,de,de,de,de
1425,de,de,de,de
1426,y,yseli,y,yseli
1427,por,por,por,por
1428,esta,esta,esta,esta
1429,que,que,que,que
1430,juan,juan,juan,juan
1431,favor,favor,favor,favor
1432,de,de,de,de
1433,sin,sin,sin,sin
1434,miramyento,miramiento,अ,miramiento
1435,el,el,el,el
1436,a,a,a,a
1437,su,su,su,su
1438,don,don,don,don
1439,su,su,su,su
1440,cosa,cosa,cosa,cosa
1441,hasta,hasta,hasta,hasta
1442,nos,nos,nos,nos
1443,hago,hago,hago,hago
1444,casano,casano,अ,casano
1445,inutiles,inútiles,inútiles,intiles
1446,las,las,las,las
1447,qualquira,cualquiera,अ,cualquiera
1448,reciban,reciban,अ,reciban
1449,mandara,mandará,mandará,mandar
1450,que,que,que,que
1451,ms,muchos,muchos,muchos
1452,ordenado,ordenado,ordenado,ordenado
1453,cosas,cosas,cosas,cosas
1454,calle,calle,calle,calle
1455,hablado,hablado,hablado,hablado
1456,lo,lo,lo,lo
1457,hara,hará,hará,har
1458,lo,lo,lo,lo
1459,de,de,de,de
1460,le,le,le,le
1461,nacieron,nacieron,अ,nacieron
1462,estar,estar,estar,estar
1463,balderrabano,balderrabano,अ,valderrabano
1464,qe,ya,que,ya
1465,que,que,que,que
1466,uso,uso,uso,uso
1467,probança,probanza,अ,probanza
1468,el,advertir,el,advertir
1469,y,y,y,y
1470,estiman,estiman,estiman,estiman
1471,se,se,se,se
1472,q,que,que,que
1473,del,del,del,del
1474,o,o,o,o
1475,ocuparon,ocuparon,ocuparon,ocuparon
1476,canto,canto,canto,canto
1477,no,no,no,no
1478,que,que,que,que
1479,primro,primero,primero,primero
1480,fea,fea,fea,fea
1481,peticiones,mis,peticiones,mis
1482,reciben,reciben,अ,reciben
1483,esta,ésta,esta,esta
1484,tenga,tenga,tenga,tenga
1485,al,al,al,al
1486,ber,ver,ver,ver
1487,bien,bien,bien,bien
1488,dios,dios,dios,dios
1489,olgarme,procuraré,अ,procurar
1490,del,del,del,del
1491,fonahagame,fonsecahágame,अ,fonsecaame
1492,en,en,en,en
1493,bueno,bueno,bueno,bueno
1494,fee,la,fe,la
1495,q,que,que,que
1496,correos,correos,correos,correos
1497,el,el,el,el
1498,hestos,estos,अ,estos
1499,gozado,gozado,अ,gozado
1500,de,favores,de,favores
1501,celedonia,señora,अ,señora
1502,esta,esta,esta,esta
1503,villa,villa,villa,villa
1504,arena,arena,अ,arena
1505,a,que,a,que
1506,me,me,me,me
1507,su,su,su,su
1508,este,éste,este,este
1509,su,su,su,su
1510,merezen,merecen,merecen,merecen
1511,menester,menester,menester,menester
1512,su,su,su,su
1513,tesoreria,tesorería,tesorería,tesorera
1514,bien,bien,bien,bien
1515,dias,días,días,daas
1516,discurren,discurren,discurren,discurren
1517,q,que,que,que
1518,escribire,escribiré,escribiré,escribir
1519,si,si,si,si
1520,solo,sólo,sólo,selo
1521,de,de,de,de
1522,padre,padre,padre,padre
1523,no,no,no,no
1524,vmro,vmrodrigo,vmremont,vmrorigo
1525,esa,esa,esa,esa
1526,muchas,muchas,muchas,muchas
1527,tyerra,tierra,tierra,tierra
1528,a,a,a,a
1529,andado,andado,andado,andado
1530,tu,tú,tu,ta
1531,vsms,vms,vms,vms
1532,que,que,que,que
1533,ruin,ruin,ruin,ruin
1534,por,por,por,por
1535,lo,lo,lo,lo
1536,creido,creído,creído,credo
1537,solteron,soy,अ,soy
1538,de,de,de,de
1539,que,que,que,que
1540,en,en,en,en
1541,se,se,se,se
1542,pasalo,pásalo,pásalo,pasalo
1543,dia,día,día,daa
1544,y,y,y,y
1545,vm,vm,vm,vm
1546,para,vocación,para,vocacin
1547,no,no,no,no
1548,la,la,la,la
1549,con,con,con,con
1550,y,estará,y,estar
1551,mala,mala,mala,mala
1552,amigo,amigo,amigo,amigo
1553,otro,otro,otro,otro
1554,el,el,el,el
1555,decirle,decirle,decirle,decirle
1556,qe,que,que,que
1557,en,en,en,en
1558,a,a,a,a
1559,meses,meses,meses,meses
1560,cosa,cosa,cosa,cosa
1561,contarme,contarme,अ,contarme
1562,esto,esto,esto,esto
1563,cierto,cierto,cierto,cierto
1564,del,del,del,del
1565,que,pesar,que,pesar
1566,a,a,a,a
1567,cobrado,cobrado,cobrado,cobrado
1568,no,porque,no,porque
1569,no,no,no,no
1570,yo,yo,yo,yo
1571,años,años,años,años
1572,mis,mis,mis,mis
1573,no,no,no,no
1574,enbiame,unos,envíame,unos
1575,dsr,decir,decir,decir
1576,y,y,y,y
1577,vmd,vm,vm,vm
1578,q,que,que,que
1579,en,en,en,en
1580,esto,dijendo,esto,dijendo
1581,despues,después,después,despus
1582,cuales,cuales,cuales,cuales
1583,ynportuno,importuno,importuno,importuno
1584,a,a,a,a
1585,lugar,lugar,lugar,lugar
1586,lleguen,lleguen,lleguen,lleguen
1587,dolenzia,dolencia,अ,dolencia
1588,al,al,al,al
1589,el,él,el,el
1590,comerzio,el,comercio,el
1591,de,de,de,de
1592,prezisamentte,precisamente,अ,precisamente
1593,los,los,los,los
1594,riguroso,riguroso,अ,riguroso
1595,seis,seis,seis,seis
1596,a,a,a,a
1597,copia,copia,copia,copía
1598,como,como,como,como
1599,ha,ha,ha,ha
1600,recomendacion,recomendación,recomendación,recomendacin
1601,esto,esto,esto,esto
1602,don,don,don,don
1603,procure,procuré,procure,procur
1604,de,de,de,de
1605,silva,silva,silva,silva
1606,del,del,del,del
1607,hijas,hijas,hijas,hijas
1608,quanto,cuanto,cuanto,cuanto
1609,d,de,de,de
1610,la,la,la,la
1611,jentes,las,gentes,las
1612,matrim,matrimonio,matrimonio,matrimonio
1613,no,no,no,no
1614,pr,servir,por,servir
1615,a,a,a,a
1616,porque,porque,porque,porque
1617,justiçia,justicia,justicia,justicia
1618,y,y,y,y
1619,míarecivo,recibo,अ,recibo
1620,por,puesto,por,puesto
1621,los,los,los,los
1622,a,a,a,a
1623,a,a,a,a
1624,atrevo,atrevo,atrevo,atrevo
1625,el,el,el,el
1626,y,y,y,y
1627,dolor,mucho,dolor,mucho
1628,el,el,el,el
1629,o,o,o,o
1630,santo,esposo,santo,esposo
1631,le,le,le,le
1632,no,no,no,no
1633,cartas,cartas,cartas,cartas
1634,estavas,estabas,अ,estabas
1635,q,que,que,que
1636,se,se,se,se
1637,cuantas,cuantas,cuantas,cuantas
1638,bio,vio,vio,vio
1639,a,a,a,a
1640,que,que,que,que
1641,la,la,la,la
1642,tierra,tierra,tierra,tierra
1643,ese,ese,ese,ese
1644,estava,estaba,estaba,estaba
1645,vm,vm,vm,vm
1646,nuebe,nueve,nueve,nueve
1647,siempre,siempre,siempre,siempre
1648,librarla,librarla,अ,librarla
1649,sobrina,sobrina,sobrina,sobrina
1650,tomar,tomar,tomar,tomar
1651,christo,cristo,cristo,cristo
1652,presto,más,presto,mas
1653,lo,lo,lo,lo
1654,me,me,me,me
1655,ser,ser,ser,ser
1656,no,cantidad,no,cantidad
1657,delito,delito,delito,delito
1658,bienes,bienes,bienes,bienes
1659,aunque,aunque,aunque,aunque
1660,magd,majestad,majestad,majestad
1661,primo,y,primo,y
1662,ma,manera,maría,manera
1663,de,de,de,de
1664,con,con,con,con
1665,este,éste,este,este
1666,viernes,viernes,viernes,viernes
1667,a,ha,a,ha
1668,de,de,de,de
1669,vmd,vm,vm,vm
1670,qta,cuenta,cuenta,cuenta
1671,le,le,le,le
1672,con,con,con,con
1673,villalpando,villalpando,अ,villalpando
1674,ese,ese,ese,ese
1675,de,de,de,de
1676,daras,darás,darás,darás
1677,los,los,los,los
1678,tenia,tenía,tenía,tena
1679,d,de,de,de
1680,su,su,su,su
1681,es,es,es,es
1682,contrario,contrario,contrario,contrario
1683,dado,dado,dado,dado
1684,bien,bien,bien,bien
1685,voluntad,voluntad,voluntad,voluntad
1686,vramd,vm,vm,vm
1687,encontrado,encontrado,encontrado,encontrado
1688,amigo,amigo,amigo,amigo
1689,d,de,de,de
1690,ma,maría,maría,mara
1691,dios,dios,dios,dios
1692,tantos,tantos,tantos,tantos
1693,esten,estén,estén,estn
1694,aveis,habéis,habéis,habis
1695,q,que,que,que
1696,todos,todos,todos,todos
1697,haga,haga,haga,haga
1698,darle,darle,darle,darle
1699,md,merced,merced,merced
1700,onbre,hombre,hombre,hombre
1701,q,que,que,que
1702,la,la,la,la
1703,y,y,y,y
1704,sentir,que,sentir,que
1705,cantidad,cantidad,cantidad,cantidad
1706,el,el,el,el
1707,servire,serviré,serviré,servir
1708,a,ha,a,ha
1709,de,dé,de,de
1710,mjuan,manojuan,अ,manojuan
1711,testimonios,testimonios,testimonios,testimonios
1712,fuera,fuera,fuera,fuera
1713,si,si,si,si
1714,sino,sino,sino,sino
1715,santa,santa,santa,santa
1716,igualmte,igualmente,igualmente,igualmente
1717,que,decir,que,decir
1718,á,a,a,a
1719,de,de,de,de
1720,me,me,me,me
1721,dado,dado,dado,dado
1722,no,no,no,no
1723,nada,nada,nada,nada
1724,q,que,que,que
1725,quanto,cuanto,cuanto,cuanto
1726,da,da,da,da
1727,servitio,servicio,अ,servicio
1728,de,de,de,de
1729,vmd,vm,vm,vm
1730,de,de,de,de
1731,de,de,de,de
1732,sino,contexto,sino,conteto
1733,de,cuestas,de,cuestas
1734,dentro,dentro,dentro,dentro
1735,hecho,hecho,hecho,hecho
1736,bm,vm,vm,vm
1737,fuere,fuere,fuere,fuere
1738,sa,señora,señora,señora
1739,la,la,la,la
1740,u,usted,usted,usted
1741,pa,para,para,para
1742,lo,lo,lo,lo
1743,la,la,la,la
1744,la,la,la,la
1745,dia,día,día,daa
1746,que,carta,que,carta
1747,tenga,tenga,tenga,tenga
1748,vramrd,vm,vm,vm
1749,almasea,almasea,अ,almasea
1750,macuelas,mazuelas,अ,macuelas
1751,q,que,que,que
1752,favor,favor,favor,favor
1753,y,y,y,y
1754,y,y,y,y
1755,asunto,asunto,asunto,asunto
1756,tien,tiene,tien,tiene
1757,assi,así,así,as
1758,vm,vm,vm,vm
1759,de,de,de,de
1760,e,he,he,he
1761,de,30,de,20
1762,con,con,con,con
1763,a,ha,a,ha
1764,cumplimiento,cumplimiento,cumplimiento,cumplimiento
1765,fuese,fuese,fuese,fuese
1766,ny,ni,ni,ni
1767,como,de,como,de
1768,pasan,pasan,pasan,pasan
1769,po,pero,pedro,pero
1770,que,que,que,que
1771,m,mano,mano,mano
1772,de,de,de,de
1773,pues,pues,pues,pues
1774,tiene,tiene,tiene,tiene
1775,luz,luz,luz,luz
1776,que,que,que,que
1777,señor,señor,señor,señor
1778,use,use,use,use
1779,que,que,que,que
1780,el,el,el,el
1781,que,que,que,que
1782,mas,más,más,mas
1783,e,he,he,he
1784,luis,luis,luis,luis
1785,q,el,que,el
1786,vm,vm,vm,vm
1787,mi,mi,mi,mi
1788,plata,plata,plata,plata
1789,es,es,es,es
1790,contesto,contesto,contesto,contesto
1791,remitir,remitir,remitir,remitir
1792,por,por,por,por
1793,que,unidades,que,unidades
1794,desagrado,desagrado,desagrado,desagrado
1795,ao,alonso,afonso,alonso
1796,á,y,a,y
1797,medina,medina,medina,medina
1798,tan,por,tan,por
1799,de,de,de,de
1800,le,le,le,le
1801,falta,me,falta,me
1802,los,los,los,los
1803,designios,designios,designios,designios
1804,vm,vm,vm,vm
1805,espana,españa,españa,españa
1806,vm,vm,vm,vm
1807,yo,yo,yo,yo
1808,an,han,han,han
1809,estando,estando,estando,estando
1810,velarde,velarde,अ,velarde
1811,la,la,la,la
1812,en,en,en,en
1813,la,tengan,la,tengan
1814,siempre,siempre,siempre,siempre
1815,el,él,el,el
1816,gobernador,gobernador,gobernador,gobernador
1817,las,las,las,las
1818,milicias,de,अ,de
1819,en,en,en,en
1820,antes,antes,antes,antes
1821,e,y,he,y
1822,37,37,37,2a
1823,rreçibio,recibió,recibió,recibi
1824,podra,podrá,podrá,podr
1825,mesoneras,mesoneras,अ,mesoneras
1826,de,de,de,de
1827,queja,satisfacción,queja,satisfaccin
